title,console,genre,publisher,critic_score,us_sales,jp_sales,eu_sales,other_sales,total_sales
Hot Shots Golf 3,PS2,Sports,Sony Computer Entertainment,,0.99,1.38,0.32,0.2,2.89
Imagine: Babyz,DS,Simulation,Ubisoft,3.5,1.3,,1.26,0.31,2.87
Colin McRae Rally,PS,Racing,Sony Computer Entertainment,7.9,0.09,0.12,2.43,0.22,2.87
Mafia III,PS4,Action-Adventure,2K Games,6.9,0.72,0.04,1.67,0.44,2.87
The Elder Scrolls III: Morrowind,XB,Role-Playing,Bethesda Softworks,8.2,2.09,0.03,0.63,0.11,2.86
Assassin's Creed: Brotherhood,PS3,Action,Ubisoft,9.1,1.87,0.11,0.57,0.3,2.85
Madden NFL 10,X360,Sports,EA Sports,8.6,2.52,,0.09,0.22,2.83
BioShock,X360,Shooter,2K Games,9.6,1.65,0.05,0.85,0.28,2.83
WWE SmackDown! vs. Raw,PS2,Fighting,THQ,,1.32,0.04,1.08,0.39,2.83
Zumba Fitness 2,Wii,Sports,Majesco,,1.52,,1.05,0.26,2.83
Diablo III: Ultimate Evil Edition,PS4,Role-Playing,Blizzard Entertainment,,0.83,0.08,1.48,0.44,2.82
Finding Nemo,GBA,Platform,THQ,7,1.59,0.04,1.05,0.14,2.82
Gran Turismo (PSP),PSN,Racing,Sony Computer Entertainment,7.8,0.43,0.31,0.91,1.16,2.82
Medal of Honor,PS3,Shooter,Electronic Arts,6.7,1.28,0.07,1.04,0.43,2.82
Imagine: Fashion Designer,DS,Simulation,Ubisoft,3,1.32,,1.19,0.3,2.81
Need for Speed: Hot Pursuit,PS3,Racing,Electronic Arts,8.9,1.05,0.03,1.24,0.49,2.81
Killzone 3,PS3,Shooter,Sony Computer Entertainment,8.2,1.46,0.09,0.87,0.38,2.81
NBA Street,PS2,Sports,EA Sports BIG,,2.19,,0.22,0.38,2.79
Skylanders: Spyro's Adventure,Wii,Action,Activision,8,1.35,,1.15,0.3,2.79
WWF SmackDown! Just Bring It,PS2,Fighting,THQ,,1.19,0.04,1.15,0.41,2.79
Mortal Kombat Trilogy,PS,Fighting,Midway Games,,1.98,,0.7,0.11,2.79
Hot Shots Golf,PS,Sports,Sony Computer Entertainment,,0.29,2.13,0.2,0.18,2.79
A Bug's Life,PS,Platform,Sony Computer Entertainment,3.6,1.96,,0.72,0.11,2.79
Star Wars: The Force Unleashed,X360,Action,LucasArts,7.1,1.74,,0.78,0.26,2.77
Saints Row: The Third,X360,Action,THQ,8.3,1.26,0.07,1.14,0.3,2.77
The Sims,PS2,Simulation,Electronic Arts,,1.41,,1.12,0.24,2.77
Battlefield 3,PC,Shooter,Electronic Arts,8.9,0.89,,1.44,0.43,2.76
Need for Speed: Most Wanted (2012),PS3,Racing,Electronic Arts,8.5,0.71,0.06,1.52,0.45,2.74
Far Cry: Primal,PS4,Action-Adventure,Ubisoft,7.2,0.63,0.07,1.61,0.41,2.73
L.A. Noire,X360,Adventure,Rockstar Games,9.1,1.55,0.02,0.92,0.24,2.73
Overwatch,XOne,Shooter,Blizzard Entertainment,8.7,1.63,,0.84,0.25,2.72
Need for Speed (2015),PS4,Racing,Electronic Arts,7,0.59,0.06,1.66,0.41,2.72
Tom Clancy's Rainbow Six: Siege,XOne,Shooter,Ubisoft,,1.62,,0.84,0.25,2.71
Skate 3,X360,Sports,EA Sports,8.3,1.47,,0.99,0.25,2.71
Madden NFL 13,PS3,Sports,EA Sports,8.3,2.12,,0.24,0.36,2.71
Madden NFL 12,X360,Sports,EA Sports,7.8,2.43,,0.11,0.16,2.7
Call of Duty 3,X360,Shooter,Activision,8,1.49,0.02,0.92,0.27,2.7
LEGO Star Wars II: The Original Trilogy,PS2,Action,LucasArts,8.4,1.85,0.01,0.64,0.19,2.69
Madden NFL 11,X360,Sports,EA Sports,8.3,2.38,,0.12,0.19,2.69
Burnout 3: Takedown,PS2,Racing,Electronic Arts,9.3,1.23,,1.11,0.34,2.68
Mortal Kombat,GEN,Fighting,Arena Entertainment,,1.95,,0.63,0.09,2.67
Medal of Honor,PS,Shooter,Electronic Arts,9.3,1.44,,1.09,0.14,2.67
Call of Duty 2: Big Red One,PS2,Shooter,Activision,8.5,1.48,0.01,0.92,0.26,2.67
Final Fantasy XIII-2,PS3,Role-Playing,Square Enix,8.3,0.78,0.89,0.75,0.23,2.66
Medal of Honor Heroes,PSP,Shooter,Electronic Arts,6.7,0.86,0.01,1.11,0.67,2.66
Guitar Hero: World Tour,X360,Misc,Activision,8.6,1.78,,0.64,0.25,2.66
WWE SmackDown! Shut Your Mouth,PS2,Fighting,THQ,,1.32,0.04,1.29,,2.66
Tom Clancy's Splinter Cell,PS2,Action,Ubisoft,,1.15,,1.11,0.4,2.65
Need for Speed: Shift,PS3,Racing,Electronic Arts,8.2,0.69,0.04,1.4,0.52,2.65
Hannah Montana,DS,Action,Buena Vista,6.5,1.59,,0.8,0.26,2.65
Medal of Honor,X360,Shooter,Electronic Arts,7.3,1.58,0.04,0.8,0.22,2.64
NBA 2K12,X360,Sports,2K Sports,9.1,2.32,0.01,0.14,0.17,2.64
Midnight Club: Street Racing,PS2,Racing,Rockstar Games,,2,0.02,0.47,0.14,2.63
NBA 2K19,PS4,Sports,2K Sports,,1.69,0.03,0.44,0.47,2.63
NBA 2K13,PS3,Sports,2K Sports,8.9,1.74,0.05,0.46,0.39,2.63
FIFA Soccer 10,X360,Sports,EA Sports,8.9,0.6,0.01,1.79,0.23,2.62
ESPN NFL 2K5,PS2,Sports,Sega,,2.15,,0.12,0.36,2.62
Madden NFL 18,PS4,Sports,EA Sports,8.2,1.73,,0.42,0.47,2.62
LittleBigPlanet,PSP,Platform,Sony Computer Entertainment,8.8,0.65,0.01,1.27,0.68,2.61
Harry Potter and the Chamber of Secrets,PS2,Adventure,Electronic Arts,,0.9,0.04,1.22,0.44,2.61
Grand Theft Auto: Episodes from Liberty City,X360,Adventure,Rockstar Games,9,1.08,0.03,1.22,0.27,2.6
Streets of Rage,GEN,Action,Sega,,1.86,0.11,0.55,0.08,2.6
FIFA Soccer 09,PS3,Sports,Electronic Arts,8.6,0.49,0.04,1.63,0.43,2.59
NBA Live 2005,PS2,Sports,EA Sports,,2.03,,0.21,0.35,2.59
Tom Clancy's The Division,XOne,Shooter,Ubisoft,,1.54,,0.82,0.24,2.59
LEGO Star Wars: The Complete Saga,X360,Action,LucasArts,,1.53,,0.83,0.24,2.59
WWE SmackDown vs. RAW 2007,PS2,Fighting,THQ,8,1.4,0.03,0.88,0.26,2.58
Skylanders Giants,Wii,Misc,Activision,,1.49,,0.86,0.23,2.58
Madden NFL 08,PS2,Sports,EA Sports,,2.14,,0.08,0.35,2.57
NBA 2K14,X360,Sports,2K Sports,,2.11,0,0.19,0.27,2.57
Dragon Age: Origins,X360,Role-Playing,Electronic Arts,8.5,1.76,0.03,0.55,0.22,2.56
Hot Shots Golf,PS,Sports,Sony Computer Entertainment,,0.26,2.13,0.17,,2.56
FIFA 16,PS3,Sports,EA Sports,9,0.43,0.05,1.68,0.38,2.55
Madden NFL 09,X360,Sports,EA Sports,8.5,2.21,,0.12,0.2,2.54
Crazy Taxi,PS2,Racing,Acclaim Entertainment,8.2,1.13,0.06,1.12,0.22,2.52
Tomb Raider (2013),PS3,Action,Square Enix,8.9,0.6,0.08,1.45,0.38,2.51
Midnight Club: Los Angeles,PS3,Racing,Rockstar Games,8.3,1.59,0.05,0.54,0.33,2.5
PES 2009: Pro Evolution Soccer,PS2,Sports,Konami,,0.13,0.26,0.07,2.05,2.5
Marvel: Ultimate Alliance,X360,Role-Playing,Activision,8.3,2.29,,0.02,0.19,2.5
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,Action,Rockstar Games,9.8,1.84,,0.56,0.09,2.49
Mortal Kombat: Deadly Alliance,PS2,Fighting,Midway Games,8.2,1.81,,0.52,0.15,2.49
Game Party,Wii,Misc,Midway Games,2.6,1.47,,0.77,0.24,2.49
NBA 2K15,PS4,Sports,2K Sports,,1.49,0.01,0.55,0.44,2.49
Saints Row: The Third,PS3,Action,THQ,8.3,0.86,0.18,1.06,0.37,2.48
Tomb Raider: The Last Revelation,PS,Action,Eidos Interactive,,1.15,0.06,1.14,0.13,2.48
Madden NFL 16,XOne,Sports,EA Sports,8.4,2.13,,0.08,0.26,2.47
Rock Band,X360,Misc,MTV Games,9.1,1.93,,0.33,0.21,2.47
Assassin's Creed Origins,XOne,Action,Ubisoft,,1.34,,0.92,0.22,2.47
Minecraft,PSV,Misc,Sony Computer Entertainment America,,0.22,1.25,0.73,0.27,2.47
Pure,X360,Racing,Disney Interactive Studios,8.3,1.38,0,0.84,0.25,2.47
LEGO Harry Potter: Years 1-4,Wii,Adventure,Warner Bros. Interactive,7.9,1.29,,0.94,0.22,2.45
Dying Light,PS4,Action,Warner Bros. Interactive,,1.18,0.13,0.74,0.4,2.45
Madden NFL 17,XOne,Sports,EA Sports,8.1,2.14,,0.04,0.26,2.44
Twisted Metal 2,PS,Racing,Sony Computer Entertainment,8.7,2.12,,0.25,0.07,2.44
uDraw Studio,Wii,Misc,THQ,,1.65,,0.58,0.21,2.44
The Sims: Bustin' Out,PS2,Simulation,Electronic Arts,,1.07,,1.19,0.18,2.43
Tom Clancy's Rainbow Six: Vegas 2,X360,Shooter,Ubisoft,8.2,1.56,0.02,0.61,0.23,2.42
Sonic Adventure,DC,Platform,Sega,8.9,1.26,0.46,0.61,0.08,2.42
Need for Speed Carbon: Own the City,PSP,Racing,Electronic Arts,7.4,0.87,,0.97,0.58,2.42
Halo: Combat Evolved Anniversary,X360,Shooter,Microsoft Studios,8,1.44,0.04,0.71,0.22,2.41
Kinect: Disneyland Adventures,X360,Action-Adventure,Microsoft Studios,8.5,1.73,0.02,0.43,0.23,2.41
Need for Speed: ProStreet,PS2,Racing,Electronic Arts,,0.69,0.04,0,1.68,2.41
Pro Evolution Soccer 2011,PS3,Sports,Konami,6,0.29,0.54,1.18,0.41,2.41
NBA 2K16,XOne,Sports,2K Sports,8.3,2.01,,0.15,0.25,2.41
ATV Offroad Fury,PS2,Racing,Sony Computer Entertainment,8.4,2.07,,0.26,0.08,2.41
Forza Motorsport 5,XOne,Racing,Microsoft Studios,,1.28,0.01,0.9,0.21,2.4
Batman: Arkham Origins,PS3,Action-Adventure,Warner Bros. Interactive Entertainment,,1.08,0.04,0.88,0.4,2.4
Midnight Club: Los Angeles,X360,Racing,Rockstar Games,8,1.72,0.01,0.45,0.22,2.4
Tetris Plus,PS,Puzzle,Jaleco,,2.1,,0.24,0.07,2.4
Madden NFL 11,PS3,Sports,EA Sports,8.4,2.05,,0.15,0.2,2.4
Theme Hospital,PC,Strategy,Electronic Arts,5.5,2.3,,0.1,,2.4
Zumba Fitness,X360,Sports,Majesco,,1.74,,0.45,0.2,2.39
Frogger's Adventures: Temple of the Frog,GBA,Adventure,Konami,6.7,2.15,,0.18,0.07,2.39
Monopoly,PC,Misc,Hasbro Interactive,,1.49,,0.81,0.1,2.39
Mortal Kombat II (US & Others sales),GEN,Fighting,Acclaim Entertainment,,1.78,,0.53,0.08,2.39
Dead Island,X360,Action,Deep Silver,7,1.48,,0.7,0.21,2.38
WCW/nWo Revenge,N64,Fighting,THQ,,1.94,0.03,0.39,0.02,2.38
The Incredibles,PS2,Action,THQ,5.9,0.96,0.04,1.08,0.3,2.37
Madden NFL 10,PS3,Sports,EA Sports,8.5,2.03,,0.13,0.21,2.37
Madden NFL 08,X360,Sports,EA Sports,8.7,2.18,,0.01,0.18,2.37
Tony Hawk's Underground 2,PS2,Sports,Activision,,1.25,0.01,0.86,0.26,2.37
Sonic's Ultimate Genesis Collection,PS3,Misc,Sega,8.1,1.39,,0.64,0.33,2.36
Destiny 2,XOne,Shooter,Activision,,1.66,,0.47,0.23,2.35
LEGO Indiana Jones: The Original Adventures,Wii,Adventure,LucasArts,7.8,1.51,,0.62,0.22,2.35
Lego Marvel Super Heroes,X360,Action,Warner Bros. Interactive Entertainment,,1.26,,0.87,0.21,2.34
WWE SmackDown vs Raw 2008,PS2,Fighting,THQ,,0.92,0.01,0,1.41,2.34
Dragon Age: Inquisition,PS4,Role-Playing,Electronic Arts,8.6,1.07,0.08,0.8,0.38,2.34
Kinect Sports: Season Two,X360,Sports,Microsoft Studios,6.6,1.38,0.02,0.72,0.21,2.33
Madden NFL 25,X360,Sports,EA Sports,7.8,2.02,,0.07,0.25,2.33
Grand Theft Auto,PS,Action,Take-Two Interactive,6,0.79,0.04,1.35,0.14,2.32
My Fitness Coach,Wii,Sports,Ubisoft,7.1,1.18,,0.9,0.24,2.32
Assassin's Creed IV: Black Flag,XOne,Action,Ubisoft,8.3,1.51,,0.59,0.22,2.32
Cool Boarders 3,PS,Sports,989 Studios,,1.65,0.1,0.46,0.1,2.31
Need for Speed: High Stakes,PS,Racing,Electronic Arts,,1.58,,0.64,0.09,2.31
The Sims 3,X360,Simulation,Electronic Arts,8,1.28,0,0.82,0.2,2.31
LEGO Star Wars: The Complete Saga,PS3,Action,LucasArts,8,1.02,,0.93,0.36,2.31
James Bond 007: Everything or Nothing,PS2,Shooter,Electronic Arts,,0.85,0.09,1.06,0.32,2.31
Dead Island,PS3,Action,Deep Silver,6.7,1.08,0.15,0.74,0.32,2.29
Tomb Raider II,PC,Adventure,Eidos Interactive,8.2,0.91,,1.25,0.13,2.29
LEGO Harry Potter: Years 1-4,DS,Adventure,Warner Bros. Interactive,8,1.07,,1,0.22,2.29
Pro Evolution Soccer 2010,PS3,Sports,Konami,7,0.3,0.46,1.27,0.26,2.28
Need for Speed Underground 2,XB,Racing,Electronic Arts,8,1.38,,0.8,0.1,2.28
FIFA Soccer 09,PS2,Sports,Electronic Arts,,0.38,0.01,0.07,1.82,2.28
Madden NFL 12,PS3,Sports,EA Sports,7.8,1.93,,0.15,0.18,2.27
Star Wars Battlefront II (US sales),PS2,Shooter,LucasArts,,2.18,,0.07,0.02,2.27
Borderlands 2,PS3,Shooter,2K Games,,1.06,0.1,0.75,0.36,2.27
No Man's Sky,PS4,Action-Adventure,Hello Games,6.8,0.89,0.04,0.97,0.37,2.26
Madden NFL 15,PS4,Sports,EA Sports,,1.58,,0.25,0.41,2.25
Guitar Hero III: Legends of Rock,PS3,Misc,RedOctane,8.2,1.4,0.02,0.53,0.3,2.25
Just Dance Kids,Wii,Misc,Ubisoft,,1.52,,0.54,0.19,2.25
Cool Boarders 2,PS,Sports,Sony Computer Entertainment,,1.52,0.2,0.46,0.08,2.25
Sonic Advance,GBA,Platform,Sega,,1.19,0.22,0.71,0.13,2.24
Call of Duty 3,Wii,Shooter,Activision,6.8,1.17,,0.84,0.23,2.24
Dance Dance Revolution X2,PS2,Simulation,Konami,,1.09,,0.85,0.28,2.23
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,Action,Ultra Games,,1.74,0.21,0.25,0.03,2.23
Spyro: Season of Ice,GBA,Platform,Vivendi Games,,1.29,,0.83,0.11,2.23
Prince of Persia: The Sands of Time,PS2,Adventure,Ubisoft,9,0.88,,1.03,0.31,2.22
FIFA 19,XOne,Sports,Electronic Arts,,0.56,,1.5,0.16,2.22
Battlefield V,PS4,Shooter,Electronic Arts,,0.8,0.16,0.93,0.34,2.22
Star Wars: The Force Unleashed,PS3,Action,LucasArts,6.8,1.01,,0.86,0.35,2.22
NBA 2K14,PS3,Sports,2K Sports,,1.45,0.04,0.34,0.39,2.22
Guitar Hero II,X360,Misc,RedOctane,9.2,2.01,,0.02,0.17,2.21
Madden NFL 19,PS4,Sports,EA Sports,,1.63,,0.18,0.41,2.21
Rock Band 2,X360,Misc,MTV Games,9.2,1.78,,0.24,0.18,2.2
LEGO Indiana Jones: The Original Adventures,DS,Adventure,LucasArts,,1.4,,0.6,0.21,2.2
Need for Speed: Hot Pursuit,X360,Racing,Electronic Arts,8.8,1.03,0,0.96,0.21,2.2
BioShock 2,X360,Shooter,2K Games,8.6,1.45,0.02,0.54,0.2,2.2
R.B.I. Baseball,NES,Sports,Tengen,,0.15,2.05,,,2.2
High School Musical: Makin' the Cut!,DS,Puzzle,Disney Interactive Studios,7.3,1.06,,0.9,0.23,2.2
FIFA 15,XOne,Sports,EA Sports,7.9,0.64,,1.39,0.16,2.19
Skylanders SWAP Force,Wii,Platform,Activision,,1.23,,0.77,0.19,2.19
Pro Evolution Soccer 2012,PS3,Sports,Konami,7.5,0.34,0.55,0.97,0.32,2.19
Star Wars: Knights of the Old Republic,XB,Role-Playing,LucasArts,9.4,1.68,,0.44,0.08,2.19
Final Fantasy XIII,X360,Role-Playing,Square Enix,8.1,1.3,0.01,0.67,0.21,2.19
Destiny: The Taken King,PS4,Shooter,Activision,,0.97,0.05,0.8,0.36,2.18
Need for Speed: Payback,PS4,Racing,Electronic Arts,5.8,0.62,0.04,1.18,0.34,2.18
ATV Offroad Fury 2,PS2,Racing,Sony Computer Entertainment,8.7,1.92,,0.2,0.06,2.18
Need for Speed Rivals,PS4,Racing,Electronic Arts,,0.75,0.03,1.04,0.35,2.17
PlayerUnknown's Battlegrounds,XOne,Shooter,Microsoft Studios,,1.29,,0.69,0.2,2.17
Spyro Reignited Trilogy,PS4,Platform,Activision,,0.75,,1.07,0.35,2.17
Your Shape featuring Jenny McCarthy,Wii,Sports,Ubisoft,6,1.5,,0.46,0.19,2.16
The Sims: House Party,PC,Simulation,Maxis,,1.23,,0.83,0.1,2.16
PlayStation VR Worlds,PS4,Misc,Sony Interactive Entertainment,,0.36,0.09,1.4,0.32,2.16
Syphon Filter 2,PS,Shooter,989 Studios,,1.5,0.02,0.55,0.08,2.15
Battlefield: Hardline,PS4,Shooter,Electronic Arts,,0.72,0.14,0.97,0.33,2.15
Call of Duty: Roads to Victory,PSP,Shooter,Activision,6.1,0.52,,1.03,0.59,2.14
SimCity 2000,PC,Simulation,Maxis,8,1.2,,0.84,0.1,2.14
NBA 2K12,PS3,Sports,2K Sports,9,1.62,0.05,0.27,0.18,2.13
Dance Dance Revolution Extreme,PS2,Simulation,Konami,,1.04,,0.81,0.27,2.13
Demon Attack,2600,Shooter,Imagic,,1.99,,0.12,0.02,2.13
Borderlands,PS3,Shooter,2K Games,8.2,1.22,,0.61,0.29,2.12
Mortal Kombat (2011),X360,Fighting,Warner Bros. Interactive Entertainment,8.6,1.64,,0.31,0.17,2.12
Tony Hawk's Pro Skater,N64,Sports,Activision,9.3,1.68,,0.4,0.03,2.11
Need for Speed: Hot Pursuit 2,PS2,Racing,Electronic Arts,8.7,1.68,0.02,0.31,0.09,2.11
PES 2009: Pro Evolution Soccer,PS3,Sports,Konami,7.7,0.11,0.4,1.34,0.26,2.11
NBA 2K11,X360,Sports,2K Sports,8.8,1.86,0.01,0.12,0.13,2.11
Scooby-Doo! Night of 100 Frights,PS2,Platform,THQ,,1.17,,0.72,0.22,2.1
Battlefield 4,XOne,Shooter,Electronic Arts,,1.26,,0.65,0.19,2.09
Finding Nemo,PS2,Action,THQ,,1.26,0.05,0.6,0.18,2.09
Madden NFL 15,X360,Sports,EA Sports,,1.8,,0.06,0.22,2.09
Grand Theft Auto: Episodes from Liberty City,PS3,Adventure,Rockstar Games,9,0.62,0.13,0.99,0.34,2.09
Need for Speed: Most Wanted 5-1-0,PSP,Racing,Electronic Arts,7.4,1.77,0.02,0.13,0.17,2.09
Just Dance 2015,Wii,Music,Ubisoft,,1,,0.91,0.18,2.09
Tetris Worlds,PS2,Puzzle,THQ,,1.11,,0.71,0.27,2.08
Metal Gear Solid: Peace Walker,PSP,Action,Konami,8.6,0.46,0.96,0.42,0.25,2.08
Rock Band,Wii,Misc,MTV Games,8.2,1.33,,0.56,0.2,2.08
Sim Theme Park,PC,Strategy,Electronic Arts,8.1,2.04,,0.04,,2.08
Wipeout: The Game,Wii,Misc,Activision,,1.94,,,0.14,2.08
Portal 2,X360,Shooter,Valve,9.6,1.41,0.01,0.49,0.17,2.08
UFC 2009 Undisputed,X360,Fighting,THQ,8.4,1.48,0,0.39,0.19,2.07
Spec Ops: Airborne Commando,PS,Shooter,Gotham Games,,1.54,,0.46,0.08,2.07
Dance Dance Revolution: Hottest Party,Wii,Simulation,Konami,,1.35,,0.53,0.19,2.07
Rise of the Tomb Raider,PS4,Adventure,Square Enix,,0.61,0.05,1.08,0.32,2.07
The Sims 2: Pets,DS,Simulation,Electronic Arts,4.8,0.92,,0.93,0.22,2.07
Call of Duty 2,X360,Shooter,Activision,8.8,1.84,0.01,0.04,0.16,2.06
R4: Ridge Racer Type 4,PS,Racing,Namco,9.1,0.68,0.79,0.46,0.13,2.06
The Incredibles,GBA,Action,THQ,5.4,1.15,0.04,0.77,0.1,2.06
Toy Story 3: The Video Game,DS,Action,Disney Interactive Studios,,0.89,0.02,0.95,0.21,2.06
Hitman: Absolution,PS3,Action,Square Enix,,0.59,0.07,1.08,0.32,2.06
Tom Clancy's Splinter Cell: Conviction,X360,Action,Ubisoft,8.6,1.2,0.04,0.62,0.19,2.06
Need for Speed: Undercover,PS3,Racing,Electronic Arts,5.9,0.63,0.05,1.01,0.38,2.06
Famista '89 - Kaimaku Han!!,NES,Sports,Namco,,,2.05,,,2.05
Dark Souls,PS3,Role-Playing,Namco Bandai,9,0.75,0.54,0.53,0.22,2.05
Mortal Kombat vs DC Universe,PS3,Fighting,Midway Games,7.6,1.52,,0.29,0.25,2.05
The Elder Scrolls Online: Tamriel Unlimited,PS4,MMO,Bethesda Softworks,,0.74,,0.98,0.33,2.05
Need for Speed: ProStreet,X360,Racing,Electronic Arts,7.1,1.04,0.01,0.79,0.21,2.05
NBA Jam,GEN,Sports,Arena Entertainment,,1.75,,0.25,0.05,2.05
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,Shooter,Sony Computer Entertainment,,1.74,,0.02,0.28,2.04
Dragon Quest XI: Echoes of an Elusive Age,PS4,Role-Playing,Square Enix,9.5,0.29,1.43,0.22,0.1,2.04
PGR4 - Project Gotham Racing 4,X360,Racing,Microsoft Game Studios,8.6,0.48,0.02,1.28,0.25,2.04
Need for Speed: ProStreet,PS3,Racing,Electronic Arts,7.2,0.73,0.04,0.91,0.36,2.04
NBA 2K17,XOne,Sports,2K Sports,8.8,1.7,,0.12,0.21,2.04
Dance Central 2,X360,Music,Microsoft,8.6,1.45,0.01,0.41,0.16,2.04
Carnival Games,DS,Misc,2K Play,,1.22,,0.63,0.19,2.04
Middle-Earth: Shadow of War,PS4,Action,Warner Bros. Interactive Entertainment,,0.82,0.06,0.84,0.33,2.04
Peter Jackson's King Kong: The Official Game of the Movie,PS2,Action,Ubisoft,,0.71,,1.02,0.31,2.04
Madden NFL 25,PS3,Sports,Electronic Arts,7.5,1.62,,0.03,0.38,2.04
NBA Live 2004,PS2,Sports,EA Sports,,1.57,,0.18,0.27,2.03
Skate 3,PS3,Sports,EA Sports,,0.79,,0.93,0.32,2.03
Rayman Raving Rabbids: TV Party,Wii,Misc,Ubisoft,7.1,0.72,,1.08,0.23,2.03
The Sims 3,PS3,Simulation,Electronic Arts,8.1,0.73,0.02,0.96,0.31,2.03
NBA 2K18,XOne,Sports,2K Sports,7.7,1.67,,0.14,0.21,2.02
Rocket League,PS4,Sports,505 Games,8.7,0.37,,1.34,0.31,2.02
Just Dance 3,X360,Misc,Ubisoft,5.5,1.47,,0.39,0.16,2.02
Need for Speed: The Run,PS3,Racing,Electronic Arts,6.3,0.58,0.03,1.05,0.35,2.01
Call of Duty: Black Ops 3,X360,Shooter,Activision,,1.36,,0.47,0.19,2.01
TouchMaster,DS,Puzzle,Midway Games,6.9,0.48,,1.27,0.24,2
Dead Space,PS3,Shooter,Electronic Arts,8.9,1.05,,0.66,0.29,2
Tenchu: Stealth Assassins,PS,Action,Activision,8.8,0.95,0.27,0.64,0.13,1.99
Harry Potter and the Chamber of Secrets,GBA,Adventure,Electronic Arts,7.2,1.21,0.05,0.64,0.09,1.99
Mortal Kombat vs DC Universe,X360,Fighting,Midway Games,7.6,1.58,,0.23,0.18,1.99
Harry Potter and the Chamber of Secrets,PS,Adventure,Electronic Arts,,0.75,0.02,1.09,0.12,1.98
Just Cause 3,PS4,Action-Adventure,Square Enix,7.5,0.53,0.09,1.07,0.3,1.98
Dishonored 2,PS4,Action,Bethesda Softworks,,0.62,0.01,1.02,0.31,1.97
E.T.: The Extra Terrestrial,2600,Action,Atari,,1.84,,0.11,0.02,1.97
Resident Evil 6,X360,Action,Capcom,,1.12,0.07,0.61,0.16,1.97
BioShock Infinite,X360,Shooter,2K Games,,1.22,0.02,0.55,0.18,1.97
Spyro: Enter the Dragonfly,PS2,Platform,VU Games,,0.74,,0.95,0.28,1.97
Hot Shots Golf: Open Tee,PSP,Sports,Sony Computer Entertainment,8.4,0.5,0.63,0.5,0.33,1.96
Lego Marvel Super Heroes,PS3,Action,Warner Bros. Interactive Entertainment,,0.77,0.01,0.85,0.32,1.96
Call of Duty: Black Ops 3,PS3,Shooter,Activision,,0.65,0.07,0.92,0.3,1.95
NBA Street Vol. 2,PS2,Sports,EA Sports BIG,,1.69,,0.2,0.06,1.95
Tom Clancy's Rainbow Six: Vegas,X360,Shooter,Ubisoft,8.8,1.09,0.02,0.65,0.2,1.95
Grand Theft Auto: San Andreas,XB,Action,Rockstar Games,9.2,1.26,,0.61,0.09,1.95
Star Wars: Dark Forces,PC,Shooter,LucasArts,,1.09,,0.77,0.09,1.95
Crash Nitro Kart,PS2,Racing,VU Games,,0.74,,1.01,0.2,1.95
Burnout Paradise,PS3,Racing,Electronic Arts,9,1.01,0.02,0.63,0.28,1.95
Scooby Doo and the Cyber Chase,PS,Adventure,THQ,,0.59,,1.23,0.13,1.94
Tom Clancy's Ghost Recon,PS2,Shooter,Ubisoft,,1.42,,0.4,0.12,1.94
Call of Duty: World at War,Wii,Shooter,Activision,8.1,1.17,,0.58,0.18,1.94
Def Jam Vendetta,PS2,Fighting,EA Sports BIG,,0.95,,0.74,0.25,1.94
Forza Horizon,X360,Racing,Microsoft Studios,,0.82,0.04,0.94,0.16,1.94
Destiny,X360,Misc,Activision,,1.32,,0.44,0.19,1.94
Jet Moto 2,PS,Racing,Sony Computer Entertainment,,1.41,0.03,0.42,0.07,1.94
FIFA Soccer 09,X360,Sports,Electronic Arts,8.7,0.49,0.01,1.26,0.18,1.94
X-Men Legends,PS2,Role-Playing,Activision,8.6,1,,0.72,0.21,1.93
Virtua Fighter 2,SAT,Fighting,Sega,,0.34,1.3,0.26,0.03,1.93
Mortal Kombat II,SNES,Fighting,Acclaim Entertainment,,1.48,,0.39,0.06,1.93
The Sims: Makin' Magic,PC,Simulation,Electronic Arts,,1.03,,0.8,0.09,1.92
The Legend of Zelda: Oracle of Ages,GBC,Adventure,Nintendo,9.4,0.92,0.41,0.53,0.06,1.92
Guitar Hero: World Tour,PS3,Misc,Activision,8.5,1.1,,0.55,0.27,1.92
Star Wars Battlefront II (2017),XOne,Shooter,Electronic Arts,,1.15,,0.59,0.17,1.92
Red Faction,PS2,Shooter,THQ,9.1,0.76,,0.96,0.2,1.92
MX Unleashed,PS2,Racing,THQ,,0.94,,0.73,0.25,1.92
Lego Marvel Super Heroes,PS4,Action,Warner Bros. Interactive Entertainment,,0.59,0.01,1,0.3,1.91
Madden NFL 18,XOne,Sports,EA Sports,8.8,1.63,,0.07,0.2,1.91
Need for Speed: Shift,X360,Racing,Electronic Arts,8.2,0.73,0.01,0.96,0.22,1.91
Star Wars Rogue Leader: Rogue Squadron II,GC,Simulation,LucasArts,9.2,1.03,0.03,0.75,0.09,1.9
Tomb Raider (2013),X360,Action,Square Enix,8.5,0.86,0.01,0.87,0.16,1.9
Batman: Arkham Origins,X360,Action-Adventure,Warner Bros. Interactive Entertainment,,1.15,0,0.58,0.17,1.9
Toy Story Mania!,Wii,Misc,Disney Interactive Studios,,1.04,,0.66,0.19,1.89
